orden,clave,numero_album,nombre,pais,codigo_pais,grupo,seccion_album,tipo,origen
952,GHA11,GHA 11,SALIS ABDUL SAMED,Ghana,GHA,L,GHANA,Jugador,Álbum base
953,GHA12,GHA 12,KAMALDEEN SULEMANA,Ghana,GHA,L,GHANA,Jugador,Álbum base
954,GHA13,GHA 13,SQUAD,Ghana,GHA,L,GHANA,Plantilla / Squad,Álbum base
955,GHA14,GHA 14,MOHAMMED KUDUS,Ghana,GHA,L,GHANA,Jugador,Álbum base
956,GHA15,GHA 15,IÑAKI WILLIAMS,Ghana,GHA,L,GHANA,Jugador,Álbum base
957,GHA16,GHA 16,JORDAN AYEW,Ghana,GHA,L,GHANA,Jugador,Álbum base
958,GHA17,GHA 17,ANDRÉ AYEW,Ghana,GHA,L,GHANA,Jugador,Álbum base
959,GHA18,GHA 18,JOSEPH PAINTSIL,Ghana,GHA,L,GHANA,Jugador,Álbum base
960,GHA19,GHA 19,OSMAN BUKARI,Ghana,GHA,L,GHANA,Jugador,Álbum base
961,GHA20,GHA 20,ANTOINE SEMENYO,Ghana,GHA,L,GHANA,Jugador,Álbum base
962,PAN1,PAN 1,BADGE,Panamá,PAN,L,PANAMA,Emblema / Badge,Álbum base
963,PAN2,PAN 2,ORLANDO MOSQUERA,Panamá,PAN,L,PANAMA,Jugador,Álbum base
964,PAN3,PAN 3,LUIS MEJÍA,Panamá,PAN,L,PANAMA,Jugador,Álbum base
965,PAN4,PAN 4,FIDEL ESCOBAR,Panamá,PAN,L,PANAMA,Jugador,Álbum base
966,PAN5,PAN 5,ANDRÉS ANDRADE,Panamá,PAN,L,PANAMA,Jugador,Álbum base
967,PAN6,PAN 6,MICHAEL AMIR MURILLO,Panamá,PAN,L,PANAMA,Jugador,Álbum base
968,PAN7,PAN 7,ERIC DAVIES,Panamá,PAN,L,PANAMA,Jugador,Álbum base
969,PAN8,PAN 8,JOSÉ CÓRDOBA,Panamá,PAN,L,PANAMA,Jugador,Álbum base
970,PAN9,PAN 9,CÉSAR BLACKMAN,Panamá,PAN,L,PANAMA,Jugador,Álbum base
971,PAN10,PAN 10,CRISTIAN MARTÍN,Panamá,PAN,L,PANAMA,Jugador,Álbum base
972,PAN11,PAN 11,ANIBAL GODOY,Panamá,PAN,L,PANAMA,Jugador,Álbum base
973,PAN12,PAN 12,ADALBERTO CARRASQUILLA,Panamá,PAN,L,PANAMA,Jugador,Álbum base
974,PAN13,PAN 13,SQUAD,Panamá,PAN,L,PANAMA,Plantilla / Squad,Álbum base
975,PAN14,PAN 14,ÉDGAR BÁRCENAS,Panamá,PAN,L,PANAMA,Jugador,Álbum base
976,PAN15,PAN 15,CARLOS HARVEY,Panamá,PAN,L,PANAMA,Jugador,Álbum base
977,PAN16,PAN 16,ISMAEL DÍAZ,Panamá,PAN,L,PANAMA,Jugador,Álbum base
978,PAN17,PAN 17,JOSÉ FAJARDO,Panamá,PAN,L,PANAMA,Jugador,Álbum base
979,PAN18,PAN 18,CECILIO WATERMAN,Panamá,PAN,L,PANAMA,Jugador,Álbum base
980,PAN19,PAN 19,JOSÉ LUIS RODRÍGUEZ,Panamá,PAN,L,PANAMA,Jugador,Álbum base
981,PAN20,PAN 20,ALBERTO QUINTERO,Panamá,PAN,L,PANAMA,Jugador,Álbum base
982,FWC9,FWC 9,ITALY 1934,,,,WORLD CUP HISTORY,World Cup History,Álbum base
983,FWC10,FWC 10,URUGUAY 1950,,,,WORLD CUP HISTORY,World Cup History,Álbum base
984,FWC11,FWC 11,GERMANY 1964,,,,WORLD CUP HISTORY,World Cup History,Álbum base
985,FWC12,FWC 12,BRAZIL 1962,,,,WORLD CUP HISTORY,World Cup History,Álbum base
986,FWC13,FWC 13,GERMANY 1974,,,,WORLD CUP HISTORY,World Cup History,Álbum base
987,FWC14,FWC 14,ARGENTINA 1986,,,,WORLD CUP HISTORY,World Cup History,Álbum base
988,FWC15,FWC 15,BRAZIL 1994,,,,WORLD CUP HISTORY,World Cup History,Álbum base
989,FWC16,FWC 16,BRAZIL 2002,,,,WORLD CUP HISTORY,World Cup History,Álbum base
990,FWC17,FWC 17,ITALY 2006,,,,WORLD CUP HISTORY,World Cup History,Álbum base
991,FWC18,FWC 18,GERMANY 2014,,,,WORLD CUP HISTORY,World Cup History,Álbum base
992,FWC19,FWC 19,ARGENTINA 2022,,,,WORLD CUP HISTORY,World Cup History,Álbum base
